seller_id,total_transactions,successful_transactions,avg_rating,rating_count,refund_rate,complaint_count,account_age_days,late_delivery_rate,average_response_time_hours,inventory_count,price_variance_index,review_sentiment_score,fraud_flag_history,chargeback_rate,verification_status,success_rate,complaint_ratio,trust_label,trust_score
4328,3186,2788,2.88,3243,0.072,94,2340,0.256,59.79,7917,0.942,0.005,2,0.196,1,0.8750784683,0.02950408035,0,116.15
4329,3368,558,4.29,353,0.268,98,1857,0.439,17.35,6619,0.617,-0.588,1,0.049,1,0.1656769596,0.02909738717,0,115.88
4330,2832,463,4.24,1482,0.163,44,2219,0.17,52.54,6290,0.714,-0.003,3,0.158,1,0.1634887006,0.01553672316,0,120.11
4331,1040,1040,2.74,2389,0.063,14,1493,0.327,42.87,8441,0.087,0.689,0,0.089,0,1,0.01346153846,0,117.88
4332,4970,1834,4.19,2321,0.117,16,2705,0.478,4.64,2014,0.718,-0.132,0,0.067,0,0.3690140845,0.003219315895,0,116.71
4333,2203,332,4.24,2140,0.212,14,622,0.472,64.87,6602,0.265,0.981,2,0.041,0,0.150703586,0.006354970495,0,119.11
4334,275,275,3.19,786,0.049,4,445,0.472,71.86,5444,0.116,0.233,2,0.127,1,1,0.01454545455,0,124.46
4335,826,467,2.63,2981,0.001,85,2102,0.021,51.32,4256,0.85,-0.02,3,0.067,0,0.5653753027,0.102905569,0,98.66
4336,2887,2618,3.56,2391,0.367,45,2704,0.202,17.44,3406,0.691,-0.41,3,0.163,1,0.9068236924,0.01558711465,0,117.28
4337,737,737,4.76,1413,0.122,10,123,0.03,40.36,7580,0.408,-0.978,2,0.194,0,1,0.01356852103,0,128.55
4338,579,579,3.92,3300,0.089,63,2382,0.155,8.77,9004,0.431,0.221,3,0.045,0,1,0.1088082902,0,126.68
4339,3492,589,2.52,667,0.279,91,2262,0.087,22.21,8554,0.197,0.155,1,0.026,1,0.1686712486,0.02605956472,0,100.41
4340,2203,2203,4.05,1843,0.341,13,2360,0.31,51.93,1984,0.01,0.034,0,0.063,0,1,0.005901044031,0,127.25
4341,1344,791,3.28,1842,0.253,38,1208,0.39,22.38,9335,0.349,0.075,2,0.093,1,0.5885416667,0.02827380952,0,114.1
4342,1576,1576,3.77,463,0.102,66,715,0.257,11.45,4571,0.148,0.687,1,0.06,1,1,0.04187817259,0,141.72
4343,4824,3815,4.2,2730,0.345,54,892,0.398,1.53,1073,0.422,-0.366,1,0.194,0,0.7908374793,0.01119402985,0,117.06
4344,2946,2544,3.54,750,0.204,41,714,0.006,41.65,1405,0.834,0.101,4,0.156,0,0.8635437882,0.01391717583,0,113.7
4345,3153,714,4.44,1779,0.152,74,2743,0.41,69.78,9750,0.115,0.36,2,0.193,0,0.226450999,0.02346971139,0,117.42
4346,2490,2490,4.17,3170,0.242,93,1067,0.089,35.37,1540,0.092,-0.58,4,0.075,0,1,0.03734939759,0,118.48
4347,4185,607,3.85,2390,0.28,4,2967,0.23,16.1,62,0.902,0.85,1,0.061,0,0.145041816,0.0009557945042,0,115.04
4348,3852,257,2.45,2367,0.238,51,2893,0.221,33.89,3161,0.745,0.474,2,0.081,1,0.06671858775,0.01323987539,0,97.23
4349,894,894,4.51,2784,0.368,21,370,0.437,43.75,5874,0.053,-0.893,4,0.105,0,1,0.02348993289,0,114.78
4350,496,496,4.81,1453,0.251,76,633,0.483,57.9,5680,0.08,0.73,0,0.148,1,1,0.1532258065,0,154.38
4351,3965,857,2.41,3690,0.351,43,1836,0.128,33.14,2796,0.685,0.86,2,0.176,1,0.2161412358,0.01084489281,0,101.77
4352,3159,460,3.46,1758,0.235,84,763,0.034,13.28,1154,0.37,0.587,4,0.093,1,0.1456157012,0.02659069326,0,112.89
4353,1284,1093,2.78,2411,0.132,58,1526,0.325,14.35,2122,0.724,-0.148,3,0.058,0,0.8512461059,0.04517133956,0,100.43
4354,276,276,4.26,833,0.213,24,2896,0.251,64.88,305,0.404,0.989,2,0.064,0,1,0.08695652174,0,138.44
4355,4193,1264,4.16,3181,0.035,20,2984,0.283,17.77,4752,0.968,-0.751,3,0.139,0,0.3014548056,0.004769854519,0,105.17
4356,3009,331,2.42,154,0.092,91,1161,0.023,52.69,1590,0.694,0.073,2,0.114,1,0.1100033234,0.03024260552,0,97.48
4357,1880,1450,4.63,3091,0.306,63,1384,0.388,20.1,6288,0.047,-0.659,4,0.097,0,0.7712765957,0.0335106383,0,115.85
4358,3829,3829,2.54,2016,0.265,67,569,0.116,52.16,2435,0.331,-0.121,4,0.041,0,1,0.01749804126,0,98.34
4359,236,236,4.39,1077,0.067,92,2516,0.167,6.56,8157,0.564,0.855,2,0.175,0,1,0.3898305085,0,140.98
4360,2927,1434,3.37,1796,0.175,46,1762,0.114,15.72,7229,0.142,0.589,1,0.156,1,0.4899214213,0.01571574991,0,123.91
4361,2585,473,2.98,1419,0.057,34,1765,0.473,30.02,7021,0.003,0.564,4,0.028,1,0.1829787234,0.01315280464,0,105.13
4362,1982,1982,2.47,1772,0.342,86,2743,0.084,37.59,2637,0.079,-0.292,2,0.073,0,1,0.04339051463,0,98.43
4363,2974,2974,2.5,919,0.044,6,2461,0.366,26.06,4815,0.524,0.869,2,0.108,0,1,0.002017484869,0,111.79
4364,898,898,3.99,770,0.262,55,2659,0.123,41.72,6156,0.632,-0.263,0,0.091,0,1,0.06124721604,0,126.15
4365,2082,1568,3.65,2552,0.243,51,2237,0.212,24.1,9795,0.093,-0.92,3,0.08,1,0.7531219981,0.02449567723,0,113.05
4366,1302,1302,2.37,1526,0.189,45,2509,0.498,49.17,7628,0.665,0.276,0,0.144,0,1,0.03456221198,0,104.06
4367,1931,1361,2.34,3250,0.111,8,1449,0.05,37.3,8711,0.617,-0.275,3,0.011,1,0.7048161574,0.004142931124,0,103.17
4368,319,99,2.22,2699,0.162,57,2019,0.441,51.06,7945,0.94,-0.693,3,0.094,1,0.3103448276,0.1786833856,0,83.8
4369,1680,1680,4.23,540,0.323,22,644,0.473,31.6,1901,0.841,0.869,0,0.052,1,1,0.0130952381,0,147.05
4370,4455,510,4.14,1369,0.305,2,517,0.349,63.23,1471,0.943,0.274,1,0.017,1,0.1144781145,0.0004489337823,0,121.89
4371,3253,3253,2.18,3828,0.296,60,1242,0.005,28.13,6930,0.966,0.881,2,0.093,1,1,0.01844451276,0,117.09
4372,1624,1624,3.68,2037,0.3,8,1471,0.41,22.88,2009,0.441,0.166,4,0.034,1,1,0.004926108374,0,124.92
4373,2942,2823,2.25,3938,0.058,52,2420,0.441,40.55,1980,0.488,-0.872,2,0.052,0,0.9595513256,0.01767505099,0,89.42
4374,1745,1745,4.71,2570,0.04,67,1414,0.49,37.15,1561,0.282,-0.94,0,0.101,1,1,0.03839541547,0,139.74
4375,3308,1228,4.72,2187,0.345,48,2186,0.42,37.78,3861,0.508,0.801,1,0.195,1,0.3712212817,0.01451027811,0,137.91
4376,3312,2402,4.09,1017,0.335,88,878,0.223,57.53,111,0.151,-0.923,4,0.137,1,0.7252415459,0.02657004831,0,115
4377,1495,1495,4.78,3620,0.273,69,330,0.344,42.79,8093,0.671,0.23,4,0.056,0,1,0.04615384615,0,132.9
4378,269,269,4.43,1547,0.242,47,1421,0.243,63.85,1470,0.025,-0.404,1,0.076,1,1,0.1747211896,0,138.59
4379,102,102,4.49,1283,0.147,81,1369,0.177,44.96,8935,0.236,0.375,4,0.081,1,1,0.7941176471,0,143.32
4380,1807,47,3.71,2791,0.09,6,734,0.313,2.54,542,0.208,-0.431,4,0.031,1,0.02600996126,0.003320420587,0,104.07
4381,1716,73,2.92,956,0.267,98,298,0.385,62.8,101,0.938,-0.926,1,0.032,1,0.04254079254,0.05710955711,0,90.22
4382,2835,184,2.65,1171,0.365,30,1554,0.318,60.62,1829,0.145,0.462,0,0.03,0,0.06490299824,0.01058201058,0,91.71
4383,769,769,2.98,1308,0.175,55,507,0.413,4.47,1166,0.891,-0.378,0,0.104,1,1,0.07152145644,0,118.12
4384,455,455,3.89,1011,0.121,95,205,0.088,9.9,4944,0.124,0.102,4,0.135,1,1,0.2087912088,0,132.32
4385,2344,1455,2.52,2521,0.108,98,268,0.187,40.5,8706,0.651,0.548,0,0.118,1,0.6207337884,0.04180887372,0,116.02
4386,121,121,2.78,2198,0.009,60,2970,0.156,4.04,4946,0.32,0.406,0,0.196,0,1,0.4958677686,0,117.1
4387,2103,2103,3.4,1977,0.208,91,1998,0.097,30.19,4792,0.316,-0.303,4,0.025,0,1,0.04327151688,0,110.63
4388,1279,1279,2.7,3337,0.395,4,639,0.222,70.25,6878,0.998,0.496,4,0.197,1,1,0.003127443315,0,112.34
4389,1617,1617,3.77,891,0.326,29,2936,0.474,13.27,9135,0.226,0.851,0,0.093,0,1,0.01793444651,0,129.5
4390,3732,1922,4.77,1857,0.359,21,1817,0.269,15.63,9457,0.203,0.22,3,0.044,0,0.5150053591,0.005627009646,0,124.54
4391,3003,927,4.24,2513,0.248,16,521,0.143,49.02,893,0.589,0.407,1,0.189,1,0.3086913087,0.005328005328,0,129.8
4392,4532,3454,4,1985,0.193,9,2176,0.177,4.12,2714,0.741,0.732,0,0.094,1,0.7621359223,0.001985878199,0,141.96
4393,748,748,3.75,2491,0.396,70,358,0.307,59.27,6451,0.983,0.687,0,0.069,1,1,0.0935828877,0,138.42
4394,876,876,3.46,1640,0.179,67,474,0.176,15.13,4069,0.701,-0.297,3,0.043,0,1,0.07648401826,0,113.06
4395,398,398,2.56,182,0.367,41,1719,0.269,38.74,4328,0.562,0.983,2,0.054,0,1,0.1030150754,0,110.49
4396,3958,1732,4.68,482,0.305,26,1027,0.137,18.66,2119,0.409,-0.943,2,0.196,0,0.4375947448,0.006568974229,0,112.62
4397,357,357,2.75,1456,0.132,6,2372,0.173,47.78,7082,0.595,0.973,1,0.061,0,1,0.01680672269,0,119.66
4398,3466,595,2.27,3077,0.201,22,471,0.353,42.69,9480,0.601,-0.508,4,0.196,1,0.1716676284,0.006347374495,0,80.9
4399,2384,2048,4.25,2974,0.154,74,824,0.292,68.2,7628,0.218,-0.119,0,0.066,1,0.8590604027,0.03104026846,0,138.85
4400,4911,1915,2.53,2496,0.054,7,1861,0.047,32.64,399,0.671,0.767,3,0.046,0,0.3899409489,0.001425371615,0,100.68
4401,4870,2153,3.12,3073,0.143,7,920,0.487,63.12,1658,0.204,-0.511,4,0.037,1,0.4420944559,0.001437371663,0,100.15
4402,2859,2859,2.08,3138,0.356,4,2108,0.025,41.88,8967,0.49,-0.55,4,0.082,1,1,0.001399090591,0,96.29
4403,3608,2344,2.41,507,0.301,70,1184,0.041,65.93,8549,0.26,0.286,2,0.047,1,0.6496674058,0.01940133038,0,107.61
4404,4528,4442,2.52,3695,0.111,85,1781,0.351,21.72,9547,0.313,0.411,0,0.139,0,0.9810070671,0.01877208481,0,109.97
4405,3527,3527,2.16,2226,0.147,99,2515,0.354,40.03,6025,0.614,-0.985,1,0.048,1,1,0.02806918061,0,99.32
4406,4670,3222,3.97,998,0.247,1,1379,0.009,28.69,8531,0.064,-0.099,3,0.167,1,0.6899357602,0.0002141327623,0,125.89
4407,2736,1889,4.51,1615,0.166,87,2363,0.321,5.68,3803,0.012,-0.022,0,0.167,0,0.6904239766,0.03179824561,0,128.87
4408,3035,54,3.12,3931,0.201,50,320,0.017,41.77,6074,0.131,-0.456,4,0.057,1,0.01779242175,0.01647446458,0,95.84
4409,325,325,4.62,2618,0.279,65,397,0.48,57.39,9175,0.169,0.092,4,0.151,1,1,0.2,0,136.72
4410,2597,2597,2.64,2485,0.187,11,515,0.348,40.49,1255,0.198,-0.691,1,0.172,0,1,0.004235656527,0,97.68
4411,2814,1167,2.98,428,0.076,46,2632,0.093,20.83,2247,0.774,-0.353,2,0.118,1,0.4147121535,0.01634683724,0,107.21
4412,386,386,2.45,1380,0.208,54,197,0.079,19.73,2629,0.447,0.426,1,0.073,1,1,0.1398963731,0,119.37
4413,2023,2023,3.86,3598,0.142,25,1914,0.285,17.89,8406,0.47,0.748,1,0.088,0,1,0.01235788433,0,132.52
4414,3029,3029,3.26,2512,0.116,44,1820,0.317,70.55,7925,0.644,0.179,0,0.157,1,1,0.01452624629,0,129.21
4415,4626,2397,3.84,723,0.131,61,2848,0.416,29.34,372,0.729,-0.85,2,0.059,1,0.5181582361,0.01318633809,0,113.75
4416,4018,4018,4.29,2259,0.176,69,107,0.452,23.5,341,0.004,0.357,4,0.067,0,1,0.01717272275,0,127.09
4417,960,960,3.64,188,0.355,86,2928,0.196,30.71,7603,0.857,0.795,2,0.032,0,1,0.08958333333,0,125.94
4418,2046,2046,3.88,2114,0.294,1,1138,0.422,9.22,6997,0.988,0.009,0,0.08,0,1,0.0004887585533,0,123.86
4419,3179,3179,4.81,3779,0.267,25,921,0.271,14.92,431,0.122,-0.013,0,0.017,0,1,0.00786410821,0,140.14
4420,4254,927,2.9,3685,0.189,13,690,0.235,37.13,8964,0.651,0.983,1,0.064,0,0.2179125529,0.003055947344,0,104.86
4421,3807,3807,3.08,3885,0.001,81,1254,0.349,57.72,2793,0.002,0.273,0,0.075,0,1,0.02127659574,0,119.68
4422,377,377,4.15,1939,0.136,56,618,0.052,63.23,5300,0.049,0.612,2,0.051,0,1,0.1485411141,0,136.3
4423,1849,1849,3.83,955,0.325,31,2839,0.133,62.48,258,0.285,0.293,1,0.02,0,1,0.01676581936,0,126.98
4424,364,364,2.54,2028,0.155,61,594,0.408,68.08,6334,0.846,-0.558,1,0.104,1,1,0.1675824176,0,108.08
4425,3595,3245,3.13,2558,0.226,77,2889,0.252,9.93,492,0.653,-0.432,1,0.173,0,0.9026425591,0.021418637,0,106.04
4426,1184,420,3.4,748,0.082,29,331,0.454,3.91,5513,0.446,0.331,2,0.067,0,0.3547297297,0.02449324324,0,105.96
4427,2796,2796,3.26,1966,0.366,12,2370,0.044,8.51,4424,0.439,-0.088,1,0.047,1,1,0.004291845494,0,124.62
4428,4926,1729,2.53,121,0.369,39,323,0.157,43.65,8901,0.466,-0.191,3,0.057,0,0.3509947219,0.007917174178,0,84.38
4429,1570,1570,4.77,3229,0.058,30,138,0.178,40.48,5242,0.311,-0.955,3,0.172,0,1,0.01910828025,0,126.63
4430,205,205,4.29,3862,0.29,36,2442,0.211,48.66,3871,0.878,0.769,2,0.106,0,1,0.1756097561,0,135.52
4431,1774,1774,3.44,724,0.03,44,2677,0.493,27.35,6716,0.568,0.769,4,0.026,0,1,0.02480270575,0,120.65
4432,3393,3161,4.04,1411,0.239,85,2755,0.155,28.8,9569,0.484,-0.078,4,0.142,1,0.9316239316,0.02505157678,0,128.9
4433,936,936,4.69,2934,0.071,58,1547,0.259,39.74,8324,0.465,0.401,1,0.031,0,1,0.06196581197,0,143.4
4434,3123,2754,2.41,1948,0.058,27,2170,0.268,6.61,759,0.936,-0.644,2,0.012,0,0.8818443804,0.008645533141,0,94.68
4435,2855,263,2.75,3429,0.002,60,1738,0.385,57.79,1607,0.724,0.008,1,0.051,0,0.09211908932,0.02101576182,0,91.78
4436,771,771,3.63,1391,0.376,18,457,0.259,66.52,8787,0.145,-0.122,1,0.034,0,1,0.0233463035,0,117.66
4437,962,962,4.4,3137,0.332,42,667,0.303,28.5,6398,0.437,0.313,3,0.121,1,1,0.04365904366,0,138.91
4438,3407,1285,2.11,822,0.031,58,2445,0.377,53.51,8745,0.288,-0.061,0,0.097,0,0.377164661,0.01702377458,0,88.38
4439,920,920,4.95,3397,0.24,15,134,0.051,39.97,5586,0.987,-0.003,2,0.145,1,1,0.01630434783,0,149.66
4440,4158,3720,3.36,3021,0.093,68,2286,0.482,17.76,2210,0.415,-0.409,0,0.102,0,0.8946608947,0.01635401635,0,111.97
4441,547,547,3.08,1218,0.106,43,2551,0.423,5.81,2713,0.068,-0.903,3,0.084,1,1,0.07861060329,0,109.51
4442,1806,1806,2.88,3135,0.35,65,1114,0.194,18.46,8216,0.411,0.834,0,0.105,0,1,0.03599114064,0,118.3
4443,1167,775,2.52,46,0.046,9,41,0.364,43.95,9668,0.321,-0.976,3,0.087,0,0.6640959726,0.007712082262,0,85.12
4444,3459,1749,4.37,3804,0.241,46,2543,0.381,3.86,7963,0.6,-0.437,4,0.007,1,0.5056374675,0.01329864123,0,120.8
4445,2878,457,4.87,1838,0.161,18,678,0.425,60.37,8446,0.226,-0.105,3,0.136,0,0.158790827,0.006254343294,0,116.15
4446,1697,761,3.24,3070,0.076,83,904,0.094,69.89,2624,0.036,-0.362,2,0.192,0,0.4484384207,0.0489098409,0,100.95
4447,3033,829,4.86,3351,0.181,92,2463,0.352,6.93,9100,0.096,0.104,4,0.084,1,0.2733267392,0.03033300363,0,129.33
4448,192,192,4.47,2920,0.376,88,913,0.017,18.52,1488,0.283,-0.077,1,0.085,0,1,0.4583333333,0,132.62
4449,2811,865,3.44,2789,0.313,80,584,0.058,48.97,9584,0.348,-0.489,2,0.009,0,0.3077196727,0.02845962291,0,98.5
4450,3485,164,4.02,3589,0.053,50,1489,0.388,58.23,8253,0.834,-0.824,2,0.178,0,0.04705882353,0.0143472023,0,97.55
4451,4710,2568,3.3,1261,0.34,12,2731,0.407,25.57,4928,0.27,-0.725,2,0.186,1,0.5452229299,0.002547770701,0,103.12
4452,2481,2481,3.68,3509,0.375,62,1373,0.296,37.58,2284,0.031,-0.027,0,0.163,1,1,0.02498992342,0,129.72
4453,4562,70,2.17,3951,0.111,15,1924,0.291,64.31,2171,0.781,0.692,0,0.021,0,0.0153441473,0.003288031565,0,89.99
4454,1898,1898,4.09,3804,0.133,52,2942,0.375,28.29,3618,0.869,-0.799,1,0.18,1,1,0.02739726027,0,128.82
4455,2746,2445,2.16,819,0.051,34,1018,0.453,6.79,613,0.492,0.354,0,0.005,1,0.890386016,0.01238164603,0,113.4
4456,1767,1767,4.45,3082,0.138,99,1609,0.211,71.64,4053,0.285,0.584,2,0.089,1,1,0.05602716469,0,148.52
4457,3122,3122,4.47,32,0.269,58,382,0.057,13.8,7264,0.772,-0.446,3,0.1,1,1,0.01857783472,0,135.99
4458,1117,1117,2.71,1536,0.109,38,2591,0.419,4.46,5379,0.009,0.336,1,0.167,0,1,0.03401969561,0,109.52
4459,2836,2836,2.97,3529,0.003,66,1536,0.171,30.16,3502,0.924,0.373,1,0.15,0,1,0.02327221439,0,118.03
4460,3841,3496,3.44,805,0.135,72,2881,0.067,9.62,9206,0.866,0.416,2,0.159,1,0.9101796407,0.01874511846,0,130.68
4461,1338,1338,3.79,505,0.181,60,2059,0.307,70.49,6764,0.545,0.782,4,0.174,1,1,0.04484304933,0,134.14
4462,3921,1145,2.86,909,0.227,49,1876,0.289,28.04,3144,0.278,-0.203,0,0.095,0,0.2920173425,0.01249681204,0,94.47
4463,1856,1856,3.78,434,0.274,52,2420,0.237,59.63,824,0.033,-0.513,4,0.156,1,1,0.02801724138,0,120.53
4464,1554,1554,2.89,2757,0.025,45,2413,0.43,13.54,8733,1,0.088,2,0.014,0,1,0.02895752896,0,110.42
4465,3358,3358,2.17,2075,0.188,51,2101,0.136,10.86,768,0.762,-0.875,4,0.089,0,1,0.01518761167,0,85.73
4466,3001,3001,2.01,1992,0.107,28,914,0.007,47.1,15,0.339,-0.332,2,0.006,0,1,0.009330223259,0,96.1
4467,121,121,2.3,1478,0.379,4,1495,0.162,65.56,8786,0.019,0.766,0,0.183,0,1,0.03305785124,0,108.02
4468,1740,1260,4.38,3642,0.144,66,2181,0.005,9.13,3686,0.639,0.064,0,0.192,0,0.724137931,0.03793103448,0,131.69
4469,1394,1394,4.88,3640,0.04,73,603,0.272,42.84,1544,0.987,-0.127,1,0.017,0,1,0.05236728838,0,141.44
4470,3353,3353,3.28,2684,0.017,94,1718,0.189,7.03,1494,0.707,-0.469,4,0.107,0,1,0.02803459588,0,108.29
4471,3163,2624,3.54,3120,0.106,74,804,0.407,58.66,2276,0.084,-0.499,4,0.065,0,0.8295921593,0.02339551059,0,105.39
4472,932,932,2.44,3810,0.072,80,2964,0.399,65.56,2424,0.402,-0.527,4,0.069,1,1,0.08583690987,0,102.57
4473,4284,2947,3.65,1243,0.26,39,272,0.217,45.64,570,0.109,0.658,4,0.09,0,0.6879084967,0.009103641457,0,115.12
4474,2712,2712,2.43,1807,0.339,71,2419,0.108,49.87,4469,0.912,0.97,3,0.025,1,1,0.026179941,0,118.74
4475,1554,1554,3.83,2268,0.125,1,2710,0.211,4.94,9615,0.33,0.07,1,0.036,1,1,0.0006435006435,0,136.8
4476,2513,2513,4.8,574,0.231,67,894,0.321,6.18,1328,0.733,-0.84,1,0.115,1,1,0.02666136092,0,138.77
4477,2603,336,2.59,3029,0.292,61,2250,0.095,13.76,2562,0.085,0.502,3,0.004,1,0.1290818287,0.02343449866,0,100.08
4478,782,782,4.29,1314,0.159,79,1469,0.387,20.44,6330,0.128,0.754,4,0.12,1,1,0.1010230179,0,141.44
4479,1798,1798,2.07,3948,0.027,57,2180,0.165,54.95,5428,0.679,0.862,3,0.064,0,1,0.03170189099,0,105.98
4480,3974,3060,3.13,1866,0.092,84,2237,0.466,31.92,2870,0.843,0.258,4,0.166,0,0.7700050327,0.02113739305,0,104.23
4481,473,362,2.33,142,0.353,68,743,0.256,6.56,6730,0.201,0.014,3,0.12,0,0.7653276956,0.1437632135,0,90.34
4482,3528,2782,3.06,458,0.33,57,2634,0.424,61.54,1087,0.418,0.241,1,0.142,1,0.7885487528,0.01615646259,0,116.47
4483,1641,272,2.52,2321,0.035,34,605,0.308,71.56,5449,0.619,-0.974,3,0.023,0,0.1657525899,0.02071907374,0,76.54
4484,4535,1914,3.12,1840,0.09,13,2273,0.277,33.31,2536,0.796,0.311,2,0.053,1,0.4220507166,0.002866593164,0,114.7
4485,4487,1462,3.25,2168,0.308,14,1018,0.341,37.34,731,0.628,0.419,4,0.199,0,0.3258301761,0.003120124805,0,96.44
4486,4759,2580,2.9,3636,0.194,5,1444,0.406,6.57,9446,0.095,0.444,3,0.087,1,0.5421306997,0.001050640891,0,109.94
4487,542,332,3.97,859,0.304,15,99,0.322,28.19,5811,0.543,0.126,4,0.072,1,0.6125461255,0.02767527675,0,121.56
4488,241,241,4.76,1271,0.084,86,872,0.399,27.4,6063,0.885,0.4,0,0.175,1,1,0.356846473,0,153.4
4489,548,548,3.2,3972,0.381,94,2324,0.095,69.57,1355,0.868,0.278,4,0.007,0,1,0.1715328467,0,111.04
4490,4967,2216,2.58,1490,0.313,45,2406,0.139,47.89,755,0.585,-0.769,3,0.107,1,0.4461445541,0.009059794645,0,91.78
4491,1306,1306,2.81,910,0.079,62,2235,0.115,56.54,8134,0.996,0.797,4,0.042,0,1,0.04747320061,0,114.36
4492,2018,1580,4.56,768,0.223,11,947,0.399,10.11,5609,0.105,0.245,2,0.074,0,0.7829534192,0.005450941526,0,129.43
4493,4372,1822,3.71,1549,0.045,40,2775,0.043,30.6,887,0.479,0.456,2,0.04,1,0.4167429094,0.009149130833,0,128.04
4494,2236,676,3.37,1909,0.145,18,772,0.398,14.6,8335,0.775,-0.314,3,0.008,1,0.3023255814,0.008050089445,0,106.22
4495,866,866,2.45,2918,0.264,75,2662,0.195,62.07,4823,0.141,0.838,3,0.083,0,1,0.08660508083,0,107.39
4496,3270,742,3.35,2954,0.132,76,84,0.04,11.82,9249,0.973,0.005,4,0.158,1,0.226911315,0.02324159021,0,107.88
4497,1523,1523,2.84,871,0.263,1,2563,0.212,32.16,7774,0.354,0.358,1,0.19,0,1,0.0006565988181,0,111.22
4498,1136,567,4.83,1857,0.098,19,1867,0.15,4.81,7319,0.35,0.904,2,0.125,0,0.4991197183,0.01672535211,0,138.25
4499,4249,264,4.65,3254,0.288,94,1406,0.296,46.03,9664,0.213,0.832,2,0.078,0,0.06213226642,0.02212285244,0,122.25
4500,1924,1924,2.25,2250,0.144,8,439,0.236,35.22,1357,0.288,0.29,0,0.154,0,1,0.004158004158,0,105.59
4501,920,920,3.55,524,0.316,20,2982,0.148,36.36,1374,0.578,-0.669,0,0.101,1,1,0.02173913043,0,124.33
4502,4813,1404,2.68,2847,0.055,7,2804,0.431,8.21,9433,0.429,0.901,1,0.074,1,0.2917099522,0.001454394349,0,112.17
4503,2092,2092,3.23,977,0.145,38,1068,0.203,37.49,4271,0.193,0.968,2,0.036,0,1,0.01816443595,0,124.57
4504,322,322,4.63,1601,0.186,36,176,0.235,41.03,7218,0.809,-0.793,3,0.159,1,1,0.1118012422,0,133.79
4505,1079,945,3.58,3867,0.17,28,1543,0.423,69.36,4092,0.062,-0.099,2,0.1,1,0.8758109361,0.02594995366,0,123.45
4506,3268,3268,3,3490,0.173,82,1709,0.045,3.36,1589,0.835,0.097,3,0.193,1,1,0.02509179927,0,120
4507,4119,110,2.62,3769,0.178,34,1078,0.195,66.51,5609,0.275,-0.816,3,0.16,0,0.02670551105,0.008254430687,0,74.45
4508,1101,1101,4.4,3709,0.396,37,1744,0.201,35.05,3429,0.496,-0.621,1,0.084,0,1,0.0336058129,0,124
4509,4083,2718,3.87,93,0.077,89,2410,0.248,15.92,2027,0.381,0.075,2,0.148,0,0.6656869949,0.02179769777,0,118
4510,1623,1623,3.4,3752,0.307,74,1227,0.053,48.25,4027,0.571,0.926,4,0.091,0,1,0.04559457794,0,121.22
4511,3240,786,2.65,807,0.221,99,1828,0.051,37.71,3047,0.796,-0.944,2,0.016,1,0.2425925926,0.03055555556,0,92.18
4512,4438,2700,3,2137,0.165,34,2367,0.208,17.1,771,0.989,0.825,2,0.103,0,0.6083821541,0.007661108607,0,110.83
4513,3847,3781,4.88,1611,0.253,67,2647,0.017,45.5,608,0.306,0.797,0,0.173,0,0.9828437744,0.01741616844,0,150.13
4514,3339,3339,3.56,3290,0.341,2,2868,0.127,34.6,3753,0.554,0.714,1,0.171,1,1,0.0005989817311,0,135.45
4515,3797,497,3.2,531,0.187,11,2986,0.101,49.92,8618,0.466,-0.245,4,0.115,0,0.1308928101,0.002897023966,0,90.2
4516,2155,1524,3.56,1232,0.346,31,56,0.245,49.92,3427,0.999,-0.018,4,0.076,0,0.7071925754,0.01438515081,0,105.96
4517,357,357,4.34,1604,0.038,46,1154,0.006,34.57,6220,0.809,-0.193,4,0.002,0,1,0.1288515406,0,129.52
4518,3409,931,3.02,243,0.261,62,2465,0.338,28.75,2574,0.397,0.895,3,0.062,0,0.273100616,0.01818715166,0,100.8
4519,3226,702,2.54,1852,0.133,25,1120,0.428,5.49,8151,0.477,0.043,1,0.198,0,0.2176069436,0.007749535028,0,87.63
4520,1301,468,3.75,2301,0.155,42,279,0.353,36.06,1092,0.246,-0.839,0,0.145,1,0.3597232898,0.03228285934,0,112.75
4521,2797,2797,4,3972,0.228,76,171,0.409,18.26,597,0.755,-0.452,3,0.144,1,1,0.02717196997,0,125.53
4522,1567,1567,4.14,1426,0.192,43,296,0.322,4.78,7193,0.845,-0.076,4,0.152,0,1,0.02744097001,0,120.72
4523,1428,474,4.65,1599,0.153,37,244,0.254,24.46,3668,0.965,0.907,3,0.124,1,0.3319327731,0.02591036415,0,138.38
4524,4941,995,3.11,1479,0.123,28,518,0.11,7.21,5590,0.566,0.138,3,0.117,1,0.2013762396,0.005666869055,0,106.94
4525,2011,2011,2.23,2906,0.247,54,525,0.14,42.16,5923,0.671,0.392,4,0.091,1,1,0.02685231228,0,108.36
4526,4355,493,4.88,402,0.202,51,509,0.159,36.76,5036,0.446,-0.823,4,0.089,0,0.1132032147,0.01171067738,0,108.72
4527,2913,2228,3.31,18,0.129,18,2720,0.019,57.26,7064,0.609,0.755,0,0.174,1,0.7648472365,0.006179196704,0,133.63
4528,2706,2317,3.87,622,0.082,34,30,0.457,20,9561,0.349,0.078,1,0.079,1,0.8562453806,0.0125646711,0,132.36
4529,2544,2544,4,1953,0.31,47,1933,0.45,27.38,790,0.738,0.842,2,0.168,1,1,0.01847484277,0,138.59
